,Caller Number,Call Time,Call Type,Conversation
5243,+1-213-255-9951,04:18:50,normal,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
5244,+1-703-969-8133,05:08:57,normal,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
5245,+1-602-446-4279,05:34:12,normal,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
5246,+1-415-224-8778,04:54:19,normal,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
5247,+1-213-925-5256,12:48:47,normal,Its normally hot mail. Com you see!
5248,+1-703-666-9774,11:26:34,fraud,"hello, you have won 10000 INR, do you want to deposit it in your bank account."
5249,+1-212-619-8996,16:42:12,normal,Yes I do. It is a  good profession. Could you tell me why you have chosen this profession?
5250,+1-617-294-3663,02:20:22,normal,I accidentally brought em home in the box
5251,+1-614-835-4314,03:36:23,normal,I am in a marriage function
5252,+1-213-248-4657,08:27:45,normal,Only once then after ill obey all yours.
5253,+1-901-832-1950,01:24:17,fraud,"hello sir, i am from hdfc bank, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number."
5254,+1-702-889-8848,19:46:53,fraud,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
5255,+1-614-201-5665,18:32:57,normal,"Sorry, I'll call later in meeting"
5256,+1-808-532-8057,01:49:48,normal,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5257,+1-312-530-5027,11:49:37,normal,Eh you send wrongly lar...
5258,+1-616-323-9523,15:59:33,normal,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
5259,+1-503-622-6753,03:29:01,normal,Send me your resume:-)
5260,+1-808-902-5893,04:06:03,normal,How much it will cost approx . Per month.
5261,+1-503-683-5930,05:26:01,normal,at bruce b downs &amp; fletcher now
5262,+1-702-431-9735,07:24:13,normal,I can take you at like noon
5263,+1-305-823-7089,06:40:36,normal,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
5264,+1-808-753-7537,16:10:04,normal,"hello, how are you. i am fine, what about you."
5265,+1-901-227-1462,21:16:01,normal,Do you like shaking your booty on the dance floor?
5266,+1-214-391-9099,20:07:01,normal,Going through a very different feeling. wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
5267,+1-703-388-5657,16:54:14,normal,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
5268,+1-616-401-7456,19:48:12,normal,Eatin my lunch...
5269,+1-213-522-3442,01:13:24,fraud,Had your mobile 11 months or more? you are entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030.
5270,+1-312-993-7850,04:06:20,normal,"Yeah that's what I thought, lemme know if anything's goin on later"
5271,+1-206-349-7193,04:58:57,normal,Oops. for got that bit.
5272,+1-614-562-1881,10:16:50,normal,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
5273,+1-214-813-9298,21:19:14,normal,Oh wow thats gay. Will firmware update help
5274,+1-415-533-4198,17:40:23,normal,I place all your points one cultures module already.
5275,+1-404-568-6042,22:56:38,normal,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
5276,+1-212-761-6636,02:38:13,normal,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
5277,+1-901-450-1288,23:11:42,normal,K:)eng rocking in ashes:)
5278,+1-702-346-7533,22:23:43,normal,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
5279,+1-206-462-6417,17:32:44,normal,I borrow your bag ok.
5280,+1-312-904-5668,07:45:50,normal,We will definitely pass on your message to your fans. Could you please tell me something about your upcoming movie?
5281,+1-617-561-6973,07:35:53,normal,Hi its in durban are you still on this number
5282,+1-808-821-9528,07:14:08,normal,I didn't get the second half of that message
5283,+1-808-710-7495,10:05:04,normal,Will be out of class in a few hours. Sorry
5284,+1-404-846-8407,23:24:42,normal,Haha may be you are right... you know me well. the feeling of being liked by someone is good lor. you faster go find one then all gals in our group attached liao.
5285,+1-617-577-7959,17:53:31,normal,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
5286,+1-602-723-8937,00:22:32,normal,I consider that it is pity to waste time.
5287,+1-702-911-1987,00:17:30,fraud,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
5288,+1-512-811-7181,07:54:08,normal,What time you coming down later?
5289,+1-212-527-5660,06:04:22,fraud,You have 1 new voicemail. Please call 08719181513.
5290,+1-808-623-1881,10:37:35,normal,Yup i think they are a teacher said that will make my face look longer. Darren ask me not 2 cut too short.
5291,+1-703-763-7807,06:48:34,normal,Moji i love you more than words. Have a rich day
5292,+1-512-779-6163,17:10:12,normal,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
5293,+1-212-563-4018,04:20:26,normal,You dont know you jabo me abi.
5294,+1-703-521-1216,17:40:13,normal,"When people see my messages, They think I am addicted to messaging... They are wrong, Because They don\'t know that I am addicted to my sweet Friends..!! BSLVYL"
5295,+1-503-416-4957,02:38:08,normal,But we havent got da topic yet rite?
5296,+1-213-768-9779,09:20:43,normal,Now thats going to ruin your thesis!
5297,+1-305-335-7321,10:29:51,normal,I'm vivek:)i got call from your number.
5298,+1-212-689-6666,09:48:00,normal,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
5299,+1-312-740-4042,01:13:50,normal,Don't think so. It turns off like randomlly within 5min of opening
5300,+1-206-676-2500,04:53:42,normal,No let me do the math. Your not good at it.
5301,+1-703-926-4036,11:51:14,normal,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
5302,+1-305-771-5089,06:59:21,normal,Wherre's my boytoy ? :-(
5303,+1-702-457-8230,11:07:24,fraud,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
5304,+1-808-717-4886,07:35:06,normal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
5305,+1-312-842-8529,14:55:46,normal,Ü ready then call me...
5306,+1-303-252-8315,18:52:50,normal,"Hiya, had a good day? Have you spoken to since the weekend?"
5307,+1-702-966-7348,09:50:14,normal,"Sir, it is INR 29,000. This is also with extended warranty"
5308,+1-616-543-2792,09:01:28,normal,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"""
5309,+1-614-479-2694,23:57:10,normal,I will come to ur home now
5310,+1-602-526-5565,14:28:09,normal,Try to do something dear. You read something for exams
5311,+1-617-712-7941,15:14:46,normal,"All right, I'll hit you up when I get some cash"
5312,+1-617-694-6976,02:03:45,normal,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
5313,+1-212-422-3655,22:08:14,normal,Sure! I am driving but will reach my destination soon.
5314,+1-919-320-2120,07:13:23,normal,Great! I’ll be expecting you.
5315,+1-212-843-6911,07:18:42,normal,"Haha awesome, I might need to take you up on that, what you doin tonight?"
5316,+1-808-346-1944,23:14:38,normal,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
5317,+1-901-922-5733,17:32:49,normal,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
5318,+1-303-982-8398,08:21:56,normal,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
5319,+1-212-546-2028,22:28:18,normal,At home watching tv lor.
5320,+1-703-453-7014,15:10:20,normal,Let me know when you've got the money so carlos can make the call
5321,+1-808-908-4446,12:43:24,normal,"Dear,Me at cherthala.in case you are coming cochin please call before you start.i shall also reach accordingly.or tell me which day you are coming.tommorow i am engaged ans its holiday."
5322,+1-702-493-1076,23:31:33,normal,"Sorry that took so long, omw now"
5323,+1-901-596-3066,10:49:18,fraud,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
5324,+1-404-637-6473,14:22:15,normal,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
5325,+1-503-253-2244,09:38:07,normal,Gettin rdy to ship comp
5326,+1-614-694-7929,00:09:55,normal,So dad let’s plan something for this summer.
5327,+1-901-339-6722,23:37:59,normal,"Dear, take care. I am just reaching home.love u a lot."
5328,+1-901-214-2477,21:57:36,normal,Message:some text missing Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
5329,+1-212-900-8958,05:22:51,normal,Except theres a chick with huge boobs.
5330,+1-808-844-8977,07:38:31,normal,Small problem in auction:)punj now asking tiwary
5331,+1-919-451-8059,18:13:23,normal,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
5332,+1-919-243-3741,18:31:55,normal,No management puzzeles.
5333,+1-512-599-4728,19:41:30,normal,Lmao but its so fun...
5334,+1-617-284-8577,13:41:18,normal,Yes. I think it’ll be very helpful not only for English but also for other subjects.
5335,+1-602-301-9594,10:32:57,normal,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
5336,+1-303-884-2230,02:44:21,normal,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
5337,+1-919-839-8093,10:09:39,normal,"I'm home, my love ... If your still awake ... *loving kiss*"
5338,+1-703-629-1682,06:00:19,normal,Why de. You looking good only:-)..
5339,+1-213-589-9405,11:31:18,normal,Then why you not responding
5340,+1-901-989-4105,18:17:52,normal,Now got tv 2 watch meh? U no work today?
5341,+1-206-897-6871,14:41:43,fraud,your ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop?
5342,+1-312-687-3693,15:20:52,normal,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
5343,+1-214-460-1976,04:19:36,normal,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
5344,+1-213-652-5625,20:59:27,normal,"Princess, is your kitty shaved or natural?"
5345,+1-702-317-3676,17:56:58,normal,Mm i had my food da from out
5346,+1-404-578-6104,04:37:30,normal,you say untill like dat i done buy ericsson oso cannot oredi lar...
5347,+1-617-486-5461,22:36:29,fraud,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
5348,+1-303-808-5160,04:01:46,normal,"Sorry, I'll call later"
5349,+1-213-960-3613,12:20:02,normal,Ok i msg u b4 i leave my house.
5350,+1-212-793-6749,18:29:27,normal,Also are you bringing galileo or dobby.
5351,+1-305-461-4024,18:38:05,normal,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
5352,+1-703-431-8820,16:54:08,normal,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
5353,+1-312-240-4233,18:38:02,normal,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5354,+1-616-307-1667,19:46:15,normal,Why she wants to talk to me
5355,+1-702-713-1921,05:34:35,normal,I'm stuck in da middle of da row on da right hand side of da lt...
5356,+1-616-424-7226,14:49:58,normal,"Aight, tomorrow around  &lt;#&gt;  it is"
5357,+1-213-500-7170,07:56:33,normal,Wa... U so efficient... Gee... Thanx...
5358,+1-214-452-9772,16:05:39,normal,What did you do today?
5359,+1-214-640-4189,02:28:37,normal,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
5360,+1-617-445-2802,01:04:47,normal,"St andre, virgil's cream"
5361,+1-808-398-9170,21:50:07,fraud,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
5362,+1-617-923-3093,17:19:00,normal,No..few hours before.went to hair cut .
5363,+1-703-428-5193,23:13:17,normal,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
5364,+1-703-513-5097,11:36:29,normal,"Just because I am connected through wifi, the speed cannot reduce by such an extent."
5365,+1-901-919-6369,16:04:05,normal,Have you been practising your curtsey?
5366,+1-808-970-5780,19:05:29,normal,"It’s really terrifying, especially in winters. I recently ordered a pollution mask to decrease the effect of pollution, but we cannot wear it all the time. But what we need to do at home?"
5367,+1-404-630-5393,05:25:03,fraud,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
5368,+1-206-931-3491,17:03:55,normal,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
5369,+1-703-994-8375,20:57:29,fraud,You have 1 new message. Please call 08712400200.
5370,+1-305-636-8751,21:27:43,normal,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
5371,+1-616-484-3836,17:14:59,fraud,"Hello, I am from Maharashtra Police.  Your account number has been hacked.  Please share your account number with me"
